X:Pos_TX-Body1-slider_crank(mm),Y:Pos_TX-Body1-slider_crank(mm),Y:Pos_TY-Body1-slider_crank(mm),Y:Pos_TZ-Body1-slider_crank(mm)
0.98025300,-42.042334,27.063668,0.0000000
0.98125300,-42.045399,27.058906,0.0000000
0.98225300,-42.048307,27.054387,0.0000000
0.98325300,-42.051058,27.050111,0.0000000
0.98425300,-42.053652,27.046078,0.0000000
0.98525300,-42.056088,27.042289,0.0000000
0.98625300,-42.058367,27.038746,0.0000000
0.98725300,-42.060487,27.035447,0.0000000
0.98825300,-42.062450,27.032394,0.0000000
0.98925300,-42.064253,27.029587,0.0000000
0.99025300,-42.065898,27.027028,0.0000000
0.99125300,-42.067384,27.024715,0.0000000
0.99225300,-42.068710,27.022651,0.0000000
0.99325300,-42.069876,27.020835,0.0000000
0.99425300,-42.070883,27.019268,0.0000000
0.99525300,-42.071729,27.017950,0.0000000
0.99625300,-42.072414,27.016883,0.0000000
0.99725300,-42.072939,27.016066,0.0000000
0.99825300,-42.073302,27.015500,0.0000000
0.99925300,-42.073504,27.015186,0.0000000
1.0000000,-42.073549,27.015115,0.0000000
